Lab_No,Client,Project,Sample_Number,Matrix,Client_Sample_ID,Source,Site.ID,State,Date_Sampled,X,X.1,Pit,Horizon,Depth,Collection_Method,Lat_Degree,Lat_Min,Lat_Sec,Long_Degree,Long_Min,Long_Sec,Sample_Type,Temp,Stage,Record_Number,Flow,Lysimeter_Vol,Acid.Neutralizing.Capacity,Ammonium,Calcium,Chloride,Dissolved.Organic.Carbon,Filtered.Aluminum,Filtered.Calcium,Filtered.Iron,Filtered.Magnesium,Filtered.Potassium,Filtered.Silicon,Filtered.Sodium,Magnesium,Nitrate,Organic.Monomeric.Aluminum,Organic.Monomeric.Iron,Oxygen.18,pH,Potassium,Silicon,Sodium,Specific.Conductance,Sulfate,Total.Aluminum,Total.Monomeric.Aluminum,Total.Monomeric.Iron,UV254,Q,Sug,DOCmg,mDOCmg,mDOC,SUVA,spT16,spT6,spT8
104865,USGS Watersheds Group,HON,104865-09,Water,59081,T6,NA,NA,17-Jul-13,4:25:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,13.4,1.09,NA,NA,NA,89.40571594,5.563000202,NA,3.756599903,844.6893311,9.571992874,91.6652832,5.56347084,11.83769417,3.642138481,49.75196075,20.30545425,NA,7.311100006,2.276000023,NA,NA,6.650000095,NA,NA,NA,21.39999962,16.08510017,NA,2.999000072,NA,0.535000026,1067661.548,0.501640423,10.14556531,10832029.96,901842318.4,0.052732402,NA,4,NA
104870,USGS Watersheds Group,HON,104870-08,Water,59133,T6,NA,NA,22-Jul-13,2:15:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,19,1.02,NA,NA,NA,134.8771667,6.295000076,NA,7.636199951,826.7468262,6.694722652,87.13929749,4.834543228,12.46694469,6.507811069,50.06645966,25.56481171,NA,7.539400101,2.263999939,NA,NA,6.800000191,NA,NA,NA,22.79999924,15.50300026,NA,2.83100009,NA,0.518999994,560412.1617,0.483486676,9.930057847,5564925.184,463318976,0.052265556,NA,4,NA
104872,USGS Watersheds Group,HON,104872-06,Water,59145,T6,NA,NA,31-Jul-13,9:00:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Triplicate,14.7,0.96,NA,NA,NA,134.9652557,-9999,NA,3.247400045,771.6370239,7.227104187,81.00791931,4.674257755,12.77786446,2.784495115,46.19445419,19.44834137,NA,6.763299942,2.451999903,NA,NA,6.657141209,NA,NA,NA,20.39999962,14.09230042,NA,2.769999981,NA,0.469999999,406995.0014,0.439491671,9.268133897,3772084.168,314052411.6,0.050711395,NA,4,NA
104872,USGS Watersheds Group,HON,104872-07,Water,59146,T6,NA,NA,31-Jul-13,9:01:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Triplicate,14.7,0.96,NA,NA,NA,137.4777222,-9999,NA,3.609699965,789.9208984,6.39898777,79.48556519,4.120525837,12.28500366,3.321730614,46.72512054,19.2324028,NA,6.598400116,2.125,NA,NA,6.684211731,NA,NA,NA,20.29999924,14.15359974,NA,2.625999928,NA,0.476000011,406995.0014,0.441403391,9.487741552,3861463.386,321493857.1,0.050170002,NA,4,NA
104872,USGS Watersheds Group,HON,104872-08,Water,59147,T6,NA,NA,31-Jul-13,9:02:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Triplicate,14.7,0.96,NA,NA,NA,130.4344177,-9999,NA,3.344599962,776.4827881,6.626142979,78.8989563,3.933850765,12.2485733,3.002864361,46.09698486,18.9424839,NA,6.849999905,2.243999958,NA,NA,6.647984982,NA,NA,NA,20.5,14.05109978,NA,2.83100009,NA,0.474999994,406995.0014,0.438206761,9.326336381,3795772.288,316024613.4,0.050931038,NA,4,NA
104875,USGS Watersheds Group,HON,104875-03,Water,59162,T6,NA,NA,5-Aug-13,10:15:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,13.5,1.04,NA,NA,NA,127.2451859,3.361999989,NA,3.204799891,777.3652954,6.340401649,70.3997345,3.467954159,11.37602997,2.896510124,44.38056183,18.39829063,NA,5.908299923,2.068000078,NA,NA,6.696415901,NA,NA,NA,19.10000038,13.37180042,NA,2.811000109,NA,0.462000012,530744.7908,0.417021688,9.336936178,4955530.238,412582581.1,0.049480901,NA,4,NA
104889,USGS Watersheds Group,HON,104889-05,Water,59209,T6,NA,NA,19-Aug-13,1:40:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,17,0.84,NA,NA,NA,128.246994,2.364000082,NA,3.633100033,762.7698364,4.85680294,69.21327972,3.001334906,12.28308487,2.112872839,36.29802322,18.1442852,NA,6.536499977,1.404999971,NA,NA,6.740173817,NA,NA,NA,18.45999908,11.5156002,NA,2.289000034,NA,0.430000007,312686.0304,0.359133017,9.16163009,2864713.745,238507472.2,0.04693488,NA,4,NA
104920,USGS Watersheds Group,HON,104920-01,Water,59280,T6,NA,NA,31-Aug-13,3:43:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,17.8,1,NA,NA,NA,93.83556366,2.946000099,NA,6.134600163,726.3935547,12.25676823,84.25515747,2.473889589,15.17022038,5.204296112,62.34353256,21.79960442,NA,11.02169991,2.101000071,NA,NA,6.735656738,NA,NA,NA,20.29999924,16.82220078,NA,2.424000025,NA,0.421999991,577763.0022,0.524628123,8.724714495,5040817.24,419683321,0.048368344,NA,4,NA
104920,USGS Watersheds Group,HON,104920-02,Water,59281,T6,NA,NA,12-Sep-13,10:06:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,16.3,1.27,NA,NA,NA,84.14730072,0.611999989,NA,6.954299927,769.4888916,13.00338268,66.03646088,2.778919697,13.53976727,5.391894341,65.57091522,20.70721626,NA,8.65130043,3.184999943,NA,NA,6.377418518,NA,NA,NA,17.59000015,18.30419922,NA,3.76699996,NA,0.419999987,1732153.064,0.570846693,9.242332676,16009134.86,1332872541,0.045443072,NA,4,NA
104916,USGS Watersheds Group,HON,104916-01,Water,59269,T6,NA,NA,24-Sep-13,11:40:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,8.8,NA,NA,NA,NA,47.36329651,-9999,NA,7.127699852,673.9980469,5.076421261,41.98551941,2.517748833,9.508945465,3.763572454,39.42308807,19.54466248,NA,3.26060009,1.812000036,NA,NA,6.399606228,NA,NA,NA,13.71000004,12.90260029,NA,2.512000084,NA,0.354999989,1748808.833,0.402388907,8.095391942,14157292.94,1178693738,0.043852106,NA,4,NA
104930,USGS Watersheds Group,HON,104930-13,Water,59330,T6,NA,NA,8-Oct-13,1:00:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,11.1,1.7,NA,NA,NA,23.57242584,1.437999964,NA,15.21889973,1077.892334,14.25718498,54.31635284,4.597801685,12.19790077,11.61224174,68.2776413,19.71461678,NA,11.6782999,6.639999866,NA,NA,5.728305817,NA,NA,NA,18.30999947,24.05430031,NA,7.761000156,NA,0.559000015,6629751.31,0.750173096,12.94656706,85832519.95,7146158114,0.04317747,NA,4,NA
104930,USGS Watersheds Group,HON,104930-11,Water,59328,T6,NA,NA,23-Oct-13,1:30:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,7.1,1.59,NA,NA,NA,39.63752747,2.078999996,NA,7.375199795,638.1379395,8.541248322,35.93193436,3.278900385,8.522166252,5.12801218,52.87786484,19.07569313,NA,4.75909996,3.585999966,NA,NA,6.007954121,NA,NA,NA,13.14999962,19.98660088,NA,4.630000114,NA,0.344999999,5642415.354,0.623315169,7.664676117,43247286.21,3600639308,0.045011687,NA,4,NA
104945,USGS Watersheds Group,HON,104945-03,Water,59440,T6,NA,NA,31-Oct-13,10:33:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,5.9,1.8,NA,NA,NA,6.967950344,2.105000019,NA,9.565600395,665.880188,12.90099144,39.84991455,3.032440662,10.09922886,8.358789444,66.32644653,21.04554939,NA,10.78579998,3.798000097,NA,NA,5.70498085,NA,NA,NA,14.73999977,23.5109005,NA,5.348999977,NA,0.338,6314968.079,0.733226275,7.997888322,50506409.45,4205012132,0.042261155,NA,4,NA
104945,USGS Watersheds Group,HON,104945-04,Water,59442,T6,NA,NA,1-Nov-13,8:03:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,7.8,2.59,NA,NA,NA,4.409109592,2.253000021,NA,6.776599884,847.8948364,13.85160255,40.51963806,3.863226414,9.29125309,11.1016407,58.32966995,17.34323311,NA,11.5788002,4.974999905,NA,NA,5.331595898,NA,NA,NA,15.97999954,20.98509979,NA,6.631000042,NA,0.430000007,46207319.81,0.654455007,10.18406664,470578424.3,39178947868,0.042222819,NA,4,NA
104945,USGS Watersheds Group,HON,104945-05,Water,59443,T6,NA,NA,2-Nov-13,5:19:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,7.8,1.83,NA,NA,NA,21.81313705,1.876000047,NA,5.376599789,884.3294678,16.35189438,56.01809692,3.531806946,10.62382793,9.950557709,66.54756165,17.2054348,NA,21.00020027,4.760000229,NA,NA,5.722504139,NA,NA,NA,17.10000038,22.65999985,NA,6.278999805,NA,0.439999998,15464274.58,0.706689532,10.62168308,164256623.6,13675513713,0.041424697,NA,4,NA
104945,USGS Watersheds Group,HON,104945-06,Water,59444,T6,NA,NA,17-Nov-13,8:01:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,4.3,1.67,NA,NA,NA,7.728360653,2.855000019,NA,6.240799904,650.1107178,13.53977013,44.31419373,3.104670048,11.2071209,6.437462807,77.00141907,20.45910454,NA,19.47159958,3.915999889,NA,NA,5.550050259,NA,NA,NA,16.10000038,27.41200066,NA,5.684999943,NA,0.333000004,6519428.061,0.854888528,7.808481182,50906831.33,4238350056,0.042645938,NA,4,NA
104945,USGS Watersheds Group,HON,104945-07,Water,59445,T6,NA,NA,18-Nov-13,9:54:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,4.4,2.27,NA,NA,NA,15.94445133,3.252000093,NA,5.609799862,716.3440552,14.61434269,38.78044128,3.252311707,9.148706436,5.888087749,62.79100037,17.91108894,NA,15.75790024,4.581999779,NA,NA,5.281855583,NA,NA,NA,15.31999969,23.01180077,NA,6.403999805,NA,0.38499999,29437588.91,0.717661025,8.604009936,253281307.5,21087441816,0.044746577,NA,4,NA
104944,USGS Watersheds Group,HON,104944-09,Water,59424,T6,NA,NA,19-Nov-13,12:00:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,2.5,1.88,NA,NA,NA,12.54059505,1.197999954,NA,6.598599911,671.75,13.62047672,41.34104538,2.986961126,10.04375076,4.239203453,67.04491425,18.62946129,NA,19.87229919,4.664999962,NA,NA,5.366224766,NA,NA,NA,15.22000027,24.46080017,NA,6.593999863,NA,0.354000002,13593838.85,0.762850465,8.068390646,109680402.2,9131661249,0.043874921,NA,4,NA
104971,USGS Watersheds Group,HON,104971-06,Water,59635,T6,NA,NA,15-Jan-14,11:45:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,0.1,1.95,NA,NA,NA,8.81223774,3.444000006,NA,4.469600201,440.1289978,13.01653767,33.7901268,2.185405731,9.310974121,3.727564573,53.79122925,17.50072098,NA,41.01649857,4.369999886,NA,NA,5.043894291,NA,NA,NA,16.30999947,24.89380074,NA,7.230000019,NA,0.231999993,18183501.82,0.776354303,5.286390307,96125087.77,8003086433,0.043886278,NA,4,NA
104993,USGS Watersheds Group,HON,104993-09,Water,59697,T6,NA,NA,28-Feb-14,11:35:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,-0.2,1.38,NA,NA,NA,15.3697958,12,NA,9.407500267,407.2579651,8.993460655,41.23371506,4.002079487,12.58525944,7.084945679,86.93034363,24.39598083,NA,32.27479935,2.559999943,NA,NA,5.901707172,NA,NA,NA,17.07999992,30.92259979,NA,3.829999924,NA,0.224999994,3010437.751,0.964372362,4.891576265,14725785.85,1226024753,0.045997442,NA,5,NA
105009,USGS Watersheds Group,HON,105009-07,Water,59729,T6,NA,NA,27-Mar-14,12:00:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,0.9,1.21,NA,NA,NA,139.0671539,18.5,NA,8.645899773,444.4585266,9.20843029,87.51513672,6.374792576,16.35218239,8.390010834,119.3269501,33.74039078,NA,25.72839928,2.029999971,NA,NA,6.791120052,NA,NA,NA,27.10000038,35.45399857,NA,3.75,NA,0.275000006,1640071.696,1.105691519,5.338392287,8755346.091,728943849.5,0.051513638,NA,5,NA
105019,USGS Watersheds Group,HON,105019-04,Water,59783,T6,NA,NA,23-Apr-14,9:50:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,2.8,1.97,NA,NA,NA,28.93407822,1.960000038,NA,5.578400135,388.9157715,8.004558563,50.49089432,1.850729465,7.9871912,5.730037212,36.89340973,13.70404911,NA,31.31040001,2.230000019,NA,NA,6.222611904,NA,NA,NA,28.93407822,20.91690063,NA,3.059999943,NA,NA,18897139.82,0.652328103,4.67126814,88273607.17,7349395713,NA,NA,5,NA
105040,USGS Watersheds Group,HON,105040-01,Water,59969,T6,NA,NA,1-May-14,4:25:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,4.8,2.18,NA,NA,NA,27.50789452,5.159999847,NA,6.644100189,463.2503052,8.676197052,42.69959259,2.619151115,7.53647995,7.088363647,32.87562943,15.51561356,NA,22.02029991,1.879999995,NA,NA,5.82172966,NA,NA,NA,13.14000034,20.79710007,NA,2.75999999,NA,0.246999994,28036633.13,0.648591925,5.564100378,155998641,12987978853,0.044391721,NA,5,NA
105031,USGS Watersheds Group,HON,105031-04,Water,59870,T6,NA,NA,13-May-14,1:20:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,15,1.51,NA,NA,NA,62.33665466,2.109999895,NA,4.770800114,482.2502441,8.915946007,66.49622345,2.344879627,10.56942844,6.245393276,31.26286507,18.75082397,NA,11.96990013,1.74000001,NA,NA,6.384757042,NA,NA,NA,17.15999985,23.98859978,NA,2.170000076,NA,0.264999986,4784588.662,0.748124116,5.792308684,27713814.45,2307369050,0.045750322,NA,5,NA
105083,USGS Watersheds Group,HON,105083-12,Water,60068,T6,NA,NA,16-May-14,12:45:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,15,1.7,NA,NA,NA,79.53168488,3.079999924,NA,5.612199783,518.1602783,7.987555027,63.88657379,NA,10.40773106,6.479323864,33.83539963,18.08826637,NA,12.00940037,0.925000012,NA,NA,6.029533863,NA,NA,NA,16.88999939,21.45509911,NA,1.710000038,NA,0.284999996,13094464.25,0.669112712,6.223624179,81495024.29,6785031238,0.045793253,NA,5,NA
105083,USGS Watersheds Group,HON,105083-13,Water,60069,T6,NA,NA,17-May-14,3:50:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,12.4,2.22,NA,NA,NA,28.49492645,5.760000229,NA,4.811200142,620.8198853,10.23903751,39.02985001,NA,7.440215588,5.006288528,20.98474503,16.27272224,NA,7.156700134,2.339999914,NA,NA,5.528337002,NA,NA,NA,11.67000008,18.32169914,NA,3.220000029,NA,0.342000008,23738051.01,0.571392457,7.456668932,177006787.4,14737054102,0.045864985,NA,5,NA
105083,USGS Watersheds Group,HON,105083-14,Water,60070,T6,NA,NA,18-May-14,6:50:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,11.2,1.72,NA,NA,NA,26.63642693,3.519999981,NA,4.939099789,553.8704834,9.273944855,48.02804565,NA,8.632540703,4.94372654,29.52631187,17.5145874,NA,9.456199646,1.590000033,NA,NA,5.744850159,NA,NA,NA,13.72999954,20.74580002,NA,2.380000114,NA,0.296000004,9734702.566,0.646992048,6.652539527,64760493.6,5391764416,0.044494287,NA,5,NA
105083,USGS Watersheds Group,HON,105083-15,Water,60072,T6,NA,NA,11-Jun-14,11:35:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,15.7,1.4,NA,NA,NA,109.4088974,0.523999989,NA,4.741600037,570.7889404,6.631204128,67.26074219,NA,12.48719215,5.036213398,30.45556259,19.07210159,NA,11.40219975,1.330000043,NA,NA,6.040986538,NA,NA,NA,17.63999939,17.5102005,NA,2.069999933,NA,0.312000006,2203088.722,0.546084531,6.855747149,15103819.23,1257498677,0.045509264,NA,5,NA
105083,USGS Watersheds Group,HON,105083-16,Water,60073,T6,NA,NA,13-Jun-14,8:30:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,15.1,2.16,NA,NA,NA,3.888277769,1.909999967,NA,3.771699905,801.5773315,11.61592293,38.04834747,NA,7.395692825,3.403562784,24.90678596,14.7964201,NA,4.558100224,3.380000114,NA,NA,5.429954529,NA,NA,NA,11.57999992,14.98750019,NA,4.429999828,NA,0.433999985,17116282.86,0.467409954,9.627746994,164791240.8,13720024338,0.045078042,NA,5,NA
105058,USGS Watersheds Group,HON,105058-02,Water,59997,T6,NA,NA,16-Jun-14,10:55:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,15.7,1.54,NA,NA,NA,25.27882004,0.531000018,NA,4.229899883,626.1818237,10.80927563,45.85385513,NA,9.077601433,3.781267166,31.54364586,17.0710144,NA,6.112800121,2.099999905,NA,NA,6.11325264,NA,NA,NA,12.61999989,18.47979927,NA,3.069999933,NA,0.354999989,4909062.881,0.576323071,7.521071186,36921411.38,3073965947,0.047200722,NA,5,NA
105077,USGS Watersheds Group,HON,105077-08,Water,60251,T6,NA,NA,25-Jun-14,12:50:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,17.2,1.48,NA,NA,NA,80.33506775,9.279999733,NA,4.33739996,632.3013916,NA,NA,NA,NA,NA,NA,NA,NA,9.034000397,1.389999986,NA,NA,6.221140862,NA,NA,NA,15.63000011,17.70879936,NA,2.140000105,NA,0.340000004,12498741.21,0.552278165,7.594573328,94922606.61,7902971458,0.044768809,NA,5,NA
105077,USGS Watersheds Group,HON,105077-09,Water,60252,T6,NA,NA,26-Jun-14,4:10:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,17.5,2.05,NA,NA,NA,37.01153183,18,NA,3.526299953,777.6734009,NA,NA,NA,NA,NA,NA,NA,NA,2.274499893,2.75,NA,NA,5.753632545,NA,NA,NA,12.39000034,15.48089981,NA,3.789999962,NA,0.432000011,17510122.15,0.482797437,9.340636834,163555692,13617156246,0.046249524,NA,5,NA
105077,USGS Watersheds Group,HON,105077-10,Water,60253,T6,NA,NA,27-Jun-14,6:05:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,19.3,1.55,NA,NA,NA,34.1840744,16,NA,3.677099943,664.4647827,NA,NA,NA,NA,NA,NA,NA,NA,3.402100086,1.970000029,NA,NA,5.941190243,NA,NA,NA,13.27999973,17.58200073,NA,2.779999971,NA,0.360000014,7230181.553,0.54832374,7.980887886,57703268.37,4804201015,0.045107765,NA,5,NA
105077,USGS Watersheds Group,HON,105077-11,Water,60254,T6,NA,NA,2-Jul-14,7:55:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,21.4,1.33,NA,NA,NA,71.37358856,12.60000038,NA,4.199999809,647.3215332,NA,NA,NA,NA,NA,NA,NA,NA,7.467999935,2.039999962,NA,NA,6.178153515,NA,NA,NA,14.84000015,16.18569946,NA,2.650000095,NA,0.35800001,3190828.363,0.504777778,7.77498028,24808627.6,2065491908,0.046045134,NA,5,NA
105069,USGS Watersheds Group,HON,105069-14,Water,60303,T6,NA,NA,23-Jul-14,12:40:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,20.4,NA,NA,NA,NA,86.09033966,1.75999999,NA,3.13380003,653.4827881,NA,NA,NA,NA,NA,NA,NA,NA,7.836299896,1.549999952,NA,NA,6.349588394,NA,NA,NA,14.26000023,12.62580013,NA,2.089999914,NA,0.400000006,1000112.442,0.393756436,7.848983126,7849865.68,653556266.9,0.050962016,NA,5,NA
105155,USGS Watersheds Group,HON,105155-01,Water,60484,T6,NA,NA,12-Aug-14,11:25:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,14.1,0.52,NA,NA,NA,65.17108917,2.130000114,NA,3.960000038,612.6520386,NA,NA,NA,NA,NA,NA,NA,NA,6.309500217,2.49000001,NA,NA,6.194643974,NA,NA,NA,13.10000038,13.06970024,NA,2.930000067,NA,0.333999991,1484120.866,0.407600195,7.358564909,10920999.73,909249674.2,0.045389284,NA,5,NA
105138,USGS Watersheds Group,HON,105138-04,Water,60428,T6,NA,NA,18-Aug-14,11:40:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,15.5,1.32,NA,NA,NA,41.61613464,0.883000016,NA,3.604199886,675.1553345,NA,NA,NA,NA,NA,NA,NA,NA,1.747499943,2.49000001,NA,NA,5.873991489,NA,NA,NA,10.72999954,13.89820004,NA,3.400000095,NA,0.368999988,3042502.518,0.43343833,8.109292126,24672541.71,2054161805,0.045503354,NA,5,NA
105162,USGS Watersheds Group,HON,105162-02,Water,60538,T6,NA,NA,21-Aug-14,4:55:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,16.9,1.52,NA,NA,NA,-485.8926086,0.760999978,NA,3.637399912,763.7939453,NA,NA,NA,NA,NA,NA,NA,NA,6.138999939,3.539999962,NA,NA,5.54645443,NA,NA,NA,11.85999966,13.98810005,NA,5.320000172,NA,0.409999996,12679650.49,0.43624201,9.173930664,116322234.4,9684640274,0.044691857,NA,5,NA
105187,USGS Watersheds Group,HON,105187-13,Water,60606,T6,NA,NA,11-Sep-14,1:18:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,16.4,1.37,NA,NA,NA,59.94924164,NA,NA,7.409399986,676.4291992,NA,NA,NA,NA,NA,NA,NA,NA,7.420700073,2.359999895,NA,NA,5.98950386,NA,NA,NA,12.94999981,15.08990002,NA,2.75999999,NA,0.379000008,2692070.293,0.470603462,8.124592517,21871974.15,1820994952,0.046648494,NA,5,NA
105172,USGS Watersheds Group,HON,105172-11,Water,60575,T6,NA,NA,23-Sep-14,3:05:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,11.5,1.31,NA,NA,NA,24.21992302,1.419999957,NA,8.355699539,647.1799927,NA,NA,NA,NA,NA,NA,NA,NA,2.753499985,1.809999943,NA,NA,5.992520809,NA,NA,NA,11.48999977,15.84879971,NA,2.529999971,NA,0.323000014,2322449.607,0.494271003,7.773280237,18053051.63,1503042920,0.041552601,NA,5,NA
105187,USGS Watersheds Group,HON,105187-06,Water,60602,T6,NA,NA,16-Oct-14,4:30:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,13.9,2,NA,NA,NA,20.59333801,0.672999978,NA,12.05420017,929.1066895,NA,NA,NA,NA,NA,NA,NA,NA,9.866800308,5.190000057,NA,NA,5.256103992,NA,NA,NA,15.90999985,21.32900047,NA,6.460000038,NA,0.504000008,NA,0.665180118,11.15950238,NA,NA,0.045163305,NA,5,NA
105203,USGS Watersheds Group,HON,105203-03,Water,60669,T6,NA,NA,17-Nov-14,1:10:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,1.3,1.39,NA,NA,NA,NA,NA,NA,NA,476.0307312,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.679999948,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.809999943,NA,0.263999999,NA,NA,5.717606102,NA,NA,0.04617317,NA,5,NA
104339,USGS Watersheds Group,HON,104339-06,Water,57074,T8,NA,NA,16-May-11,12:00:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,NA,NA,NA,NA,0.751056194,1.613999963,NA,4.795300007,475.4812012,16.96523285,33.21222305,NA,10.36611462,5.564514637,66.06185913,18.10824203,NA,17.50460052,1.549999952,NA,NA,4.988738537,NA,NA,NA,14.97999954,28.02370071,NA,6.199999809,NA,NA,NA,0.873965405,5.711005696,NA,NA,NA,NA,NA,1
104363,USGS Watersheds Group,HON,104363-07,Water,57159,T8,NA,NA,6-Jun-11,1:20:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,NA,NA,NA,NA,16.80776405,1.336,NA,5.181499958,316.2547913,7.413576126,27.07223701,NA,13.66917706,5.181488991,124.8971786,34.04220963,NA,17.40010071,1.430999994,NA,NA,5.736468315,NA,NA,NA,15.64000034,37.38850021,NA,3.368999958,NA,NA,NA,1.166022149,3.798536955,NA,NA,NA,NA,NA,1
104396,USGS Watersheds Group,HON,104396-03,Water,57223,T8,NA,NA,19-Jul-11,10:25:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,14,NA,NA,NA,NA,104.1416702,1.148000002,NA,10.34770012,367.0683594,7.917934418,48.53617096,NA,29.6210804,8.316866875,198.9352875,55.53528214,NA,24.85300064,1.103999972,NA,NA,6.426720142,NA,NA,NA,24,41.93249893,NA,1.651000023,NA,NA,NA,1.307734256,4.408858827,NA,NA,NA,NA,NA,1
104406,USGS Watersheds Group,HON,104406-03,Water,57266,T8,NA,NA,1-Aug-11,12:00:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,16,NA,NA,NA,NA,116.8916855,2.171000004,NA,7.495200157,393.7365417,10.44452667,59.32782745,NA,31.70390511,12.21713066,272.3894958,70.88475037,NA,19.73959923,1.422000051,NA,NA,6.332152843,NA,NA,NA,24.89999962,43.43830109,NA,2.006999969,NA,NA,NA,1.354695184,4.729170421,NA,NA,NA,NA,NA,1
104454,USGS Watersheds Group,HON,104454-05,Water,57554,T8,NA,NA,7-Oct-11,12:00:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,7,NA,NA,NA,NA,22.79994392,1.485000014,NA,7.154399872,339.3927307,12.33869457,41.99874496,NA,18.05600357,5.433545113,134.0252686,38.03976822,NA,13.92689991,1.863999963,NA,NA,5.834454536,NA,NA,NA,16.54000092,35.36169815,NA,2.720000029,NA,NA,NA,1.102812978,4.076446794,NA,NA,NA,NA,NA,1
104470,USGS Watersheds Group,HON,104470-03,Water,57662,T8,NA,NA,31-Oct-11,12:00:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,3.5,NA,NA,NA,NA,-0.959564805,0.722000003,NA,5.65719986,305.605835,11.48735809,33.30297089,NA,13.22848511,4.690981388,106.7857971,30.86234283,NA,26.81839943,2.305000067,NA,NA,5.069618702,NA,NA,NA,17.45000076,33.90919876,NA,4.245999813,NA,NA,NA,1.057514385,3.670632319,NA,NA,NA,NA,NA,1
104471,USGS Watersheds Group,HON,104471-02,Water,57653,T8,NA,NA,15-Nov-11,10:05:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,7.3,0.94,NA,NA,NA,11.74617386,0.842999995,NA,6.963900089,449.8704224,18.50677299,34.25222778,NA,12.19122314,9.362480164,81.41477203,23.65910721,NA,30.21439934,3.328999996,NA,NA,5.377231598,NA,NA,NA,16.87999916,32.43690109,NA,4.933000088,NA,NA,NA,1.01159835,5.403394578,NA,NA,NA,NA,NA,1
