Source,Date_Time_Sampled,Source.1,Date_Sampled,Time_Sampled,Client_Sample_ID.x,MeHg,MeHg_.ng.mL.,THg,X,Lab_No,Client,Project,Sample_Number,Matrix,Client_Sample_ID.y,State,Date_Sampled.y,Watershed,Plot_Transect,Pit,Horizon,Depth,Collection_Method,Lat_Degree,Lat_Min,Lat_Sec,Long_Degree,Long_Min,Long_Sec,Sample_Type,Temp,Stage,Record_Number,Flow,Lysimeter_Vol,Acid.Neutralizing.Capacity,Ammonium,Calcium,Chloride,Dissolved.Organic.Carbon,Filtered.Aluminum,Filtered.Aluminum..0_1.um.,Filtered.Calcium,Filtered.Iron,Filtered.Magnesium,Filtered.Potassium,Filtered.Silicon,Filtered.Sodium,Iron,Magnesium,Nitrate,Organic.Monomeric.Aluminum,Organic.Monomeric.Iron,Oxygen.18,pH,Potassium,Silicon,Sodium,Specific.Conductance,Sulfate,Total.Aluminum,Total.Monomeric.Aluminum,Total.Monomeric.Iron,UV254,Sug,DOCmg,SUVA,NO3mg,spT16,spT6,spT8,TMTT16,TMTT6,TMTT8
T6,5/31/2016 12:40,GM16004,5/31/2016,12:40:00 PM,61636,NA,NA,2.56,NA,105615,USGS Watersheds Group,HON,105615-03,Water,62367,NA,5/31/2016,12:40:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,17.3,0.94,NA,NA,NA,70.27999878,2.349999905,NA,4.736000061,880.6326904,11.26655197,NA,48.50239563,6.381260872,13.16871738,7.391946316,28.18826675,21.67070198,NA,NA,3.281399965,3.019999981,NA,NA,5.979613781,NA,NA,NA,15.02000046,16.41740036,NA,3.450000048,NA,0.568000019,0.512003754,10.57728107,0.053700002,0.203462877,NA,6,NA,NA,6,NA
T6,6/20/2016 14:50,GM16015,6/20/2016,2:50:00 PM,62413,0.486955671,NA,1.59,NA,105631,USGS Watersheds Group,HON,105631-05,Water,62427,NA,6/20/2016,2:50:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,18.1,NA,NA,NA,NA,68.65000153,2.980000019,NA,5.360300064,786.6238403,10.14320946,NA,48.83429337,5.426459312,13.5321312,7.529677391,28.29958534,19.61879349,NA,NA,4.813899994,2.539999962,NA,NA,6.099875927,NA,NA,NA,14.52999973,13.78899956,NA,2.950000048,NA,0.518000007,0.430032732,9.44814058,0.054825603,0.298485388,NA,6,NA,NA,6,NA
T6,6/21/2016 12:20,GM16017,6/21/2016,12:20:00 PM,62370,0.400634216,NA,2.59,NA,105632,USGS Watersheds Group,HON,105632-02,Water,62415,NA,6/21/2016,12:20:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,17.3,0.9,NA,NA,NA,79.80999756,3.779999971,NA,6.730100155,820.3857422,13.36784267,NA,57.48958969,7.036025524,13.6157999,8.696655273,28.63712692,20.37305641,NA,NA,4.848599911,2.829999924,NA,NA,6.133453846,NA,NA,NA,15,13.07590008,NA,3.059999943,NA,0.584999979,0.407793547,9.853654854,0.059368832,0.300636953,NA,7,NA,NA,7,NA
T6,6/21/2016 16:05,GM16020,6/21/2016,4:05:00 PM,62373,0.528119283,NA,2.98,NA,105632,USGS Watersheds Group,HON,105632-05,Water,62418,NA,6/21/2016,4:05:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,17.8,0.89,NA,NA,NA,100.4400024,3.529999971,NA,5.976099968,876.244873,12.11379051,NA,57.54925537,6.713717937,14.6848402,8.990573883,29.59658241,21.39682579,NA,NA,4.773200035,2.640000105,NA,NA,6.154285431,NA,NA,NA,15.39000034,12.95919991,NA,3.119999886,NA,0.578000009,0.404154059,10.52457899,0.054919062,0.295961791,NA,7,NA,NA,7,NA
T6,6/22/2016 9:35,GM16027,6/22/2016,9:35:00 AM,62427,0.60507948,NA,2.51,NA,105633,USGS Watersheds Group,HON,105633-06,Water,62433,NA,6/22/2016,9:35:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,15,1,NA,NA,NA,346.5499878,2.019999981,NA,14.45740032,1300.338013,9.129105568,NA,97.13974762,13.54276371,48.53224945,10.99628735,33.90565872,161.4068756,NA,NA,3.199500084,1.799999952,NA,NA,6.791133881,NA,NA,NA,39.20000076,13.3427,NA,2.25999999,NA,0.750999987,0.416114143,15.61836258,0.048084425,0.198384683,NA,7,NA,NA,7,NA
T6,6/22/2016 15:05,GM16030,6/22/2016,3:05:00 PM,62416,2.593675889,NA,3.24,NA,105634,USGS Watersheds Group,HON,105634-01,Water,62438,NA,6/22/2016,3:05:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,16,0.98,NA,NA,NA,591.5599976,1.210000038,NA,22.30730057,1399.475708,8.111058235,NA,126.3015594,12.63226986,72.80510712,12.9858427,31.48001099,300.5834961,NA,NA,0,1.370000005,NA,NA,7.055709839,NA,NA,NA,61.29999924,14.37220001,NA,1.75,NA,0.741999984,0.448220802,16.80910564,0.04414274,0,NA,7,NA,NA,7,NA
T6,6/23/2016 13:30,GM16037,6/23/2016,1:30:00 PM,62431,0.335522697,NA,3.81,NA,105634,USGS Watersheds Group,HON,105634-09,Water,62446,NA,6/23/2016,1:30:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,14.8,0.92,NA,NA,NA,385.4899902,1.940000057,NA,11.17570019,1002.80011,15.24453449,NA,117.0003433,11.04851627,62.3987999,9.707849503,36.8373909,129.9788818,NA,NA,1.28429997,1.299999952,NA,NA,7.012345791,NA,NA,NA,39.90000153,13.14830017,NA,1.610000014,NA,0.662,0.410051463,12.0446342,0.054962234,0.079632891,NA,7,NA,NA,7,NA
T6,6/24/2016 8:00,GM16041,6/24/2016,8:00:00 AM,62435,0.309160194,NA,1.8,NA,105635,USGS Watersheds Group,HON,105635-04,Water,62451,NA,6/24/2016,8:00:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,13.8,0.92,NA,NA,NA,335.1199951,2.549999952,NA,7.605999947,921.0970459,6.844184875,NA,100.0789795,8.328282356,61.46321487,7.499028683,33.47905731,76.96951294,NA,NA,1.821200013,1.450000048,NA,NA,6.96892786,NA,NA,NA,34.5,12.78450012,NA,1.669999957,NA,0.589999974,0.398705758,11.06329853,0.053329481,0.112923325,NA,7,NA,NA,7,NA
T6,6/28/2016 11:20,GM16042,6/28/2016,11:20:00 AM,62438,0.443939132,NA,6.61,NA,105651,USGS Watersheds Group,HON,105651-04,Water,62470,NA,6/28/2016,11:20:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,17.7,0.86,NA,NA,NA,286.25,8.430000305,NA,6.590799809,999.5529785,6.659857273,NA,97.42001343,8.706355095,58.97761154,8.756424904,33.77359009,35.6664505,NA,NA,5.468699932,1.730000019,NA,NA,6.919194698,NA,NA,NA,31.29999924,11.60760021,NA,1.960000038,NA,0.665000021,0.36200219,12.0056329,0.055390668,0.339086192,NA,7,NA,NA,7,NA
T6,7/26/2016 11:45,gdm16049,7/26/2016,11:45,62446,2.242270672,NA,4.48,NA,105665,USGS Watersheds Group,HON,105665-03,Water,62590,NA,7/26/2016,11:45:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,19,1.11,NA,NA,NA,105.8054123,3.730000019,NA,2.555000067,841.8501587,12.03551674,NA,58.91804504,16.75651932,26.5187664,3.601108074,43.52408981,16.33017731,NA,NA,3.41989994,2.039999962,NA,NA,6.318024635,NA,NA,NA,15.60999966,9.941399574,NA,2.380000114,NA,0.551999986,0.31003897,10.11146401,0.0545915,0.212050554,NA,7,NA,NA,7,NA
T6,8/24/2016 11:30,gdm16057,8/24/2016,11:30,62475,1.068166988,NA,2.99,NA,105659,USGS Watersheds Group,HON,105659-06,Water,62678,NA,8/24/2016,11:30:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,16.7,1.12,NA,NA,NA,77.14937592,2.849999905,NA,3.805500031,857.5197144,8.057006836,NA,43.12201691,3.916867733,18.74495506,4.157984257,53.16403198,16.94642067,NA,NA,2.423500061,2.339999914,NA,NA,6.305589676,NA,NA,NA,13.69999981,9.696299553,NA,2.660000086,NA,0.5,0.302395121,10.29967107,0.04854524,0.150268879,NA,7,NA,NA,7,NA
T6,9/19/2016 11:50,gdm16066,9/19/2016,11:50,62589,0.750021294,NA,3.84,NA,105732,USGS Watersheds Group,HON,105732-04,Water,62775,NA,9/19/2016,11:50:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,15.7,1.34,NA,NA,NA,40.20762634,1.350000024,NA,8.470499992,980.1783447,11.41055393,NA,45.30877304,4.956972122,17.95477867,5.406411648,77.16956329,20.11421967,NA,NA,3.333699942,NA,NA,NA,6.04679966,NA,NA,NA,14.68999958,14.53859997,NA,NA,NA,0.532000005,0.453410259,11.77292413,0.045188434,0.206705732,NA,7,NA,NA,7,NA
T6A,5/14/2012 14:30,GM12010,5/14/2012,2:30:00 PM,,0.44,NA,1.96,NA,104554,USGS Watersheds Group,HON,104554-06,Water,57962,NA,5/14/2012,1:30:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,17,NA,NA,NA,NA,-3.963830471,2.59800005,NA,2.837500095,497.5367737,10.42788219,NA,16.02591324,1.991720796,6.890970707,3.130961418,24.29574585,17.6082058,NA,NA,6.179299831,2.822000027,NA,NA,4.904443264,NA,NA,NA,12.31999969,22.91790009,NA,6.083000183,NA,NA,0.714732577,5.975915223,NA,0.383146868,NA,2,NA,NA,9,NA
T6A,7/9/2012 13:50,GM12011,7/9/2012,1:50:12 PM,,2.04,NA,4.47,NA,104592,USGS Watersheds Group,HON,104592-05,Water,58146,NA,7/9/2012,1:50:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,22.2,NA,NA,NA,NA,9.074556351,3.240999937,NA,4.215899944,823.4080811,11.46579075,NA,15.32453918,17.41393089,6.614144802,4.882179737,15.61189747,20.07714462,NA,NA,0.244000003,3.344000101,NA,NA,5.122089863,NA,NA,NA,9.109999657,12.45269966,NA,4.900000095,NA,0.433999985,0.388358012,9.889956173,0.043882903,0.015129196,NA,2,NA,NA,9,NA
T6A,9/25/2012 11:30,GM12012,9/25/2012,11:30:12 AM,,0.75,NA,2.28,NA,104645,USGS Watersheds Group,HON,104645-11,Water,58371,NA,9/25/2012,11:30:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Triplicate,12.1,NA,NA,NA,NA,29.57914162,1.913,NA,3.4604,800.3700562,6.819145679,NA,11.31725121,3.176040411,6.084743023,4.215547562,29.59469986,18.21356964,NA,NA,0.1494,2.602999926,NA,NA,5.246959686,NA,NA,NA,8.56000042,10.8664,NA,4.236999989,NA,0.342000008,0.338886637,9.613246408,0.035575912,0.009263532,NA,3,NA,NA,10,NA
T6A,6/12/2013 12:05,GM13006,6/12/2013,12:05:00 PM,58948,0.604,NA,2.03,NA,104838,USGS Watersheds Group,HON,104838-02,Water,58945,NA,6/12/2013,12:05:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,15.2,NA,NA,NA,NA,-35.52513504,2.069999933,NA,3.125099897,614.6086426,13.75851059,NA,15.17026901,3.742212057,5.971862793,1.984903455,18.43645859,16.42229271,NA,NA,0.521000028,4.188000202,NA,NA,4.864276886,NA,NA,NA,14.17000008,19.02499962,NA,7.078000069,NA,0.338,0.593326045,7.382065683,0.045786642,0.032304555,NA,3,NA,NA,10,NA
T6A,6/12/2013 12:06,GM13006,6/12/2013,12:06:00 PM,58945,0.303,NA,1.93,NA,104838,USGS Watersheds Group,HON,104838-03,Water,58946,NA,6/12/2013,12:06:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,NA,NA,NA,NA,-13.79149914,1.853000045,NA,3.405800104,617.7475586,14.23188305,NA,14.332654,3.804341078,5.568653107,1.909566045,18.06300354,16.55942917,NA,NA,0.490999997,4.022999763,NA,NA,4.860843658,NA,NA,NA,14.06999969,19.56430054,NA,7.410999775,NA,0.337,0.610145035,7.41976721,0.045419215,0.030444406,NA,3,NA,NA,10,NA
T6A,6/12/2013 12:07,GM13008blk,6/12/2013,12:07:00 PM,58946,0.009,NA,NA,NA,104838,USGS Watersheds Group,HON,104838-04,Water,58947,NA,6/12/2013,12:07:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,NA,NA,NA,NA,5.232070923,1.291000009,NA,3.193500042,616.0074463,14.58156013,NA,14.95302773,3.786072016,5.685273647,1.973140836,17.99853897,15.61963654,NA,NA,0.458299994,4.113999844,NA,NA,4.862493515,NA,NA,NA,14.23999977,19.71240044,NA,7.696000099,NA,0.338,0.614763775,7.398866718,0.045682672,0.028416845,NA,3,NA,NA,10,NA
T6A,7/9/2013 11:55,GM13015,7/9/2013,11:55:00 AM,59009,0.368,NA,2.75,NA,104857,USGS Watersheds Group,HON,104857-07,Water,59009,NA,7/9/2013,11:55:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,23.5,NA,NA,NA,NA,25.50059509,3.296999931,NA,2.555500031,809.62854,20.95054817,NA,24.93008041,5.183999538,5.365128517,1.6316818,25.35713387,15.25412464,NA,NA,0,5.968999863,NA,NA,4.840000153,NA,NA,NA,13.94999981,17.16209984,NA,8.880999565,NA,0.442999989,0.535228437,9.724450076,0.045555274,0,NA,4,NA,NA,11,NA
T6A,9/24/2013 12:50,GM13028,9/24/2013,12:50:00 PM,59188,0.001,NA,1.54,NA,104916,USGS Watersheds Group,HON,104916-03,Water,59272,NA,9/24/2013,12:50:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,11.9,NA,NA,NA,NA,9.912680626,1.562999964,NA,6.775599957,765.2843018,7.286273479,NA,11.72553539,2.932943106,5.532203674,3.614757776,18.70101929,18.8160305,NA,NA,0.407599986,3.70600009,NA,NA,5.098668575,NA,NA,NA,9.859999657,9.940699577,NA,5.855999947,NA,0.363000005,0.310017139,9.191831339,0.039491587,0.025273196,NA,4,NA,NA,11,NA
T6A,2/28/2014 12:05,GM14009,2/28/2014,12:05:00 PM,59620,0.863333333,NA,0.74,NA,104993,USGS Watersheds Group,HON,104993-07,Water,59695,NA,2/28/2014,12:05:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,NA,NA,NA,NA,0.264327675,17.5,NA,10.38780022,432.5273743,12.03171158,NA,24.89541817,5.024121761,9.683078766,7.769453049,81.61019897,23.54305649,NA,NA,29.27930069,4.110000134,NA,NA,5.08706522,NA,NA,NA,17.05999947,29.08279991,NA,7.199999809,NA,0.238999993,0.906995163,5.195087191,0.046005001,1.815460111,NA,4,NA,NA,11,NA
T6A,3/27/2014 12:45,GM14017,3/27/2014,12:45:00 PM,59699,0.106666667,NA,0.38,NA,105009,USGS Watersheds Group,HON,105009-08,Water,59730,NA,3/27/2014,12:45:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,-0.1,NA,NA,NA,NA,49.91723633,33.29999924,NA,10.09140015,535.5449829,11.71398926,NA,26.58289909,10.3798542,11.91780663,9.708201408,119.0948486,27.66927528,NA,NA,17.04210091,5.079999924,NA,NA,5.68061924,NA,NA,NA,16.14999962,29.6651001,NA,7.440000057,NA,0.35800001,0.925155157,6.432431902,0.055655468,1.056693763,NA,5,NA,NA,12,NA
T6A,5/13/2014 15:20,GM14028,5/13/2014,3:20:00 PM,59792,0.4862,0.048620331,1.09,NA,105031,USGS Watersheds Group,HON,105031-10,Water,59877,NA,5/13/2014,3:20:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,18.2,NA,NA,NA,NA,4.158839703,3.289999962,NA,4.632199764,507.7527771,10.12419987,NA,17.49716187,2.917976379,6.404435158,5.447153568,13.93061352,17.405056,NA,NA,6.513700008,3.799999952,NA,NA,4.927366257,NA,NA,NA,12.32999992,20.82869911,NA,6.75,NA,0.25999999,0.649577393,6.098619661,0.042632596,0.403881318,NA,5,NA,NA,12,NA
T6A,6/16/2014 12:55,GM14037,6/16/2014,12:55:00 PM,59996,1.0229,0.102286065,1.32,NA,105058,USGS Watersheds Group,HON,105058-09,Water,60002,NA,6/16/2014,12:55:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,19.8,NA,NA,NA,NA,-30.95868301,1.519999981,NA,4.447800159,671.8165894,14.18118,NA,12.65239429,4.018116474,5.481267929,4.124923229,22.30774689,15.70791626,NA,NA,4.576900005,3.710000038,NA,NA,4.741525173,NA,NA,NA,13.68999958,18.23629951,NA,6.800000191,NA,0.363000005,0.568729129,8.069190451,0.044985926,0.283790227,NA,5,NA,NA,12,NA
T6A,7/22/2014 10:50,GM14045,7/22/2014,10:50:00 AM,59871,0.9081,NA,0.96,NA,105069,USGS Watersheds Group,HON,105069-02,Water,60293,NA,7/22/2014,10:50:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,21.9,NA,NA,NA,NA,10.80007267,3.339999914,NA,2.827300072,716.4606323,9.595351219,NA,13.15889931,4.172595978,4.911469936,1.434527993,5.352416039,15.56416321,NA,NA,0.362899989,3.160000086,NA,NA,4.955387115,NA,NA,NA,9.829999924,10.00139999,NA,4.849999905,NA,0.395000011,0.311910182,8.605410143,0.045901358,0.022501578,NA,5,NA,NA,12,NA
T6A,9/23/2014 13:10,GM14058,9/23/2014,1:10:00 PM,60578,0.3909,NA,1.15,NA,105172,USGS Watersheds Group,HON,105172-06,Water,60573,NA,9/23/2014,1:10:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,12.6,NA,NA,NA,NA,8.632962227,1.539999962,NA,7.250400066,668.6027832,9.259925842,NA,13.28832054,3.38915801,5.934719563,5.552522182,30.9342823,18.90551567,NA,NA,0.42019999,2.720000029,NA,NA,4.939618111,NA,NA,NA,10.60999966,14.20100021,NA,4.690000057,NA,0.328000009,0.442881653,8.030589418,0.040843828,0.026054458,NA,5,NA,NA,12,NA
T6A,6/10/2015 9:00,GM15006,6/10/2015,9:00:00 AM,59781,0.411177645,NA,1.473,NA,105328,USGS Watersheds Group,HON,105328-03,Water,61257,NA,6/10/2015,9:00:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,NA,NA,NA,NA,-16.80615234,0.901000023,NA,3.344799995,599.6052246,10.41197395,NA,12.02314568,3.082400322,5.116559982,2.210780621,8.825631142,16.88803101,NA,NA,0.522300005,2.849999905,NA,NA,4.906860828,NA,NA,NA,12.07999992,15.26959991,NA,5.090000153,NA,0.323000014,0.4762077,7.201859599,0.044849529,0.03238516,NA,5,NA,NA,12,NA
T6A,6/15/2015 13:00,GM15013,6/15/2015,1:00:00 PM,61271,0.55049505,NA,1.184,NA,105330,USGS Watersheds Group,HON,105330-04,Water,61273,NA,6/15/2015,1:00:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,20.3,NA,NA,NA,NA,-8.207479477,0.163000003,NA,3.097199917,672.2745361,13.89301682,NA,15.35173321,-0.020979641,5.322831631,1.815347672,15.03036118,15.19550419,NA,NA,0.3389,3.890000105,NA,NA,4.766592503,NA,NA,NA,13.39000034,16.58519936,NA,6.670000076,NA,0.372999996,0.517236843,8.07469085,0.046193718,0.021013461,NA,5,NA,NA,12,NA
T6A,6/17/2015 13:15,GM15021,6/17/2015,1:15:00 PM,61256,0.011904762,NA,1.756,NA,105327,USGS Watersheds Group,HON,105327-06,Water,61294,NA,6/17/2015,1:15:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,22.2,NA,NA,NA,NA,-19.12595749,0.518999994,NA,3.142100096,667.4787598,13.05528641,NA,14.25511742,4.182478428,5.258689404,2.363672495,11.94824982,15.93540859,NA,NA,0.251199991,3.630000114,NA,NA,4.817028046,NA,NA,NA,12.67000008,15.71520042,NA,5.800000191,NA,0.360000014,0.490104488,8.017088771,0.044904082,0.01557563,NA,6,NA,NA,13,NA
T6A,6/20/2015 13:05,GM15030,6/20/2015,1:05:00 PM,61289,0.432806324,NA,1.098,NA,105336,USGS Watersheds Group,HON,105336-09,Water,61309,NA,6/22/2015,1:05:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,23.2,NA,NA,NA,NA,8.282974243,0.433999985,NA,3.112400055,638.7540894,11.74461365,NA,14.53857231,3.324229002,4.863292217,2.227729321,7.184744358,16.22324944,NA,NA,0.261299998,3.049999952,NA,NA,4.85535574,NA,NA,NA,12.11999989,16.11400032,NA,5.260000229,NA,0.342000008,0.502541722,7.672076695,0.044577241,0.01620188,NA,6,NA,NA,13,NA
T6A,6/25/2015 14:00,GM15036,6/25/2015,2:00:00 PM,61302,0.333988212,NA,1.284,NA,105342,USGS Watersheds Group,HON,105342-06,Water,61316,NA,6/25/2015,2:00:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,21.2,NA,NA,NA,NA,-29.6246376,0.134000003,NA,3.167299986,721.7892456,12.96580315,NA,14.39041996,3.957336187,5.031759739,2.446346283,15.03803539,15.13745213,NA,NA,0.258300006,3.779999971,NA,NA,4.813988209,NA,NA,NA,13.05000019,17.03359985,NA,6.510000229,NA,0.381000012,0.531220953,8.669412129,0.043947618,0.016015866,NA,6,NA,NA,13,NA
T6A,6/30/2015 11:00,GM15043,6/30/2015,11:00:00 AM,61310,0.592156863,NA,1.202,NA,105352,USGS Watersheds Group,HON,105352-05,Water,61330,NA,6/30/2015,11:00:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,16.5,NA,NA,NA,NA,-21.38810158,0.462000012,NA,2.925199986,700.1083374,14.26718903,NA,18.4165535,3.774032831,5.059928894,2.025230885,9.448295593,14.8132782,NA,NA,0,3.410000086,NA,NA,4.829459667,NA,NA,NA,12.59000015,14.71090031,NA,5.96999979,NA,0.361000001,0.45878373,8.409002695,0.04293018,0,NA,6,NA,NA,13,NA
T6A,7/13/2015 12:50,GM15049,7/13/2015,12:50:00 PM,Missing,0.36328125,NA,1.207,NA,105345,USGS Watersheds Group,HON,105345-06,Water,61342,NA,7/13/2015,12:50:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,24.5,NA,NA,NA,NA,-36.79584885,1.539999962,NA,3.009399891,700.2166138,10.54110146,NA,13.09016895,4.498924732,4.748209,1.84000206,6.425528526,20.51738358,NA,NA,0,3.109999895,NA,NA,4.895889282,NA,NA,NA,11.31999969,12.10219955,NA,5.360000134,NA,0.36500001,0.377427087,8.410303203,0.04339915,0,NA,6,NA,NA,13,NA
T6A,7/22/2015 9:00,GM15054,7/22/2015,9:00:00 AM,61329,0.373814042,NA,0.88,NA,105372,USGS Watersheds Group,HON,105372-06,Water,61363,NA,7/22/2015,9:00:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,20.5,NA,NA,NA,NA,1.983736515,1.909999967,NA,3.123500109,740.1980591,10.14166546,NA,15.95340538,5.087244034,4.718723774,2.685231447,7.865777016,16.56274223,NA,NA,0.262199998,3.220000029,NA,NA,5.044908047,NA,NA,NA,10,10.76729965,NA,4.670000076,NA,0.407000005,0.335796028,8.890520426,0.045779098,0.016257685,NA,6,NA,NA,13,NA
T6A,9/21/2015 13:00,GM15063,9/21/2015,1:00:00 PM,61364,0.162878788,NA,1.259,NA,105404,USGS Watersheds Group,HON,105404-05,Water,61571,NA,9/21/2015,1:00:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Triplicate,16.3,NA,NA,NA,NA,10.51943016,2.619999886,NA,2.201999903,887.1769409,8.035580635,NA,12.7008152,5.711545944,5.829859257,4.592362881,22.61145782,20.35609245,NA,NA,0.290199995,3.170000076,NA,NA,5.196229458,NA,NA,NA,10.43999958,9.259400368,NA,4.96999979,NA,0.421000004,0.288769698,10.65588408,0.039508688,0.017993822,NA,6,NA,NA,13,NA
T6A,5/31/2016 13:15,GM16005,5/31/2016,1:15:00 PM,61637,0.172730037,NA,1.7,NA,105615,USGS Watersheds Group,HON,105615-06,Water,62370,NA,5/31/2016,1:15:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,23.2,NA,NA,NA,NA,-9.729999542,1.870000005,NA,3.847599983,699.9834595,7.919975281,NA,15.34389591,3.32866478,6.14644289,4.522997379,10.42526531,18.90712547,NA,NA,0.173999995,3.789999962,NA,NA,4.999984741,NA,NA,NA,10.48999977,15.96889973,NA,4.380000114,NA,0.338,0.498016521,8.407502787,0.040202187,0.010788852,NA,6,NA,NA,13,NA
T6A,6/20/2016 12:50,GM16013,6/20/2016,12:50:00 PM,62371,0.175219848,NA,0.9,NA,105631,USGS Watersheds Group,HON,105631-03,Water,62425,NA,6/20/2016,12:50:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,22.5,NA,NA,NA,NA,-6.949999809,1.639999986,NA,5.484399796,603.993042,9.236514091,NA,21.30899811,3.461364985,8.164940834,4.910942078,14.28322792,18.89832878,NA,NA,0.266799986,2.980000019,NA,NA,5.0120368,NA,NA,NA,10.43000031,12.99559975,NA,4.809999943,NA,0.354999989,0.405289248,7.254561683,0.048934726,0.016542906,NA,6,NA,NA,13,NA
T6A,6/21/2016 9:45,GM16016,6/21/2016,9:45:00 AM,62367,1.196,NA,1.54,NA,105632,USGS Watersheds Group,HON,105632-01,Water,62414,NA,6/21/2016,9:45:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,19.4,NA,NA,NA,NA,10.89999962,1.940000057,NA,5.052400112,595.267395,9.424394608,NA,15.80717564,3.433892965,5.681560516,4.898793221,13.82126617,17.9936142,NA,NA,0.249799997,3.089999914,NA,NA,5.016014576,NA,NA,NA,10.44999981,13.16009998,NA,4.869999886,NA,0.374000013,0.41041946,7.149757918,0.052309465,0.015488824,NA,7,NA,NA,14,NA
T6A,6/22/2016 8:25,GM16022,6/22/2016,8:25:00 AM,62368,0.207953306,NA,1.73,NA,105633,USGS Watersheds Group,HON,105633-01,Water,62428,NA,6/22/2016,8:25:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,18.4,NA,NA,NA,NA,11.72000027,2.309999943,NA,5.502900124,706.6609497,11.67878819,NA,19.22190857,3.991022825,5.971678257,4.598483086,12.55372524,17.43537521,NA,NA,0.726700008,2.690000057,NA,NA,4.993416309,NA,NA,NA,10.64999962,12.0085001,NA,4.309999943,NA,0.365999997,0.374504915,8.487706135,0.043121191,0.045058961,NA,7,NA,NA,14,NA
T6A,6/23/2016 12:10,GM16034,6/23/2016,12:10:00 PM,62428,0.167890676,NA,1.09,NA,105634,USGS Watersheds Group,HON,105634-06,Water,62443,NA,6/23/2016,12:10:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,19,NA,NA,NA,NA,-11.36999989,1.950000048,NA,5.11920023,682.3989868,10.33901119,NA,20.61114502,2.900286913,7.111214638,4.415997505,12.27560711,18.40279961,NA,NA,0.202000007,2.869999886,NA,NA,5.005025864,NA,NA,NA,10.43999958,12.99800014,NA,4.630000114,NA,0.351999998,0.405364109,8.196295648,0.04294623,0.01252499,NA,7,NA,NA,14,NA
